State,District,Name,Cluster,Cluster_Label,PC1,PC2,Anomaly_Flag,Anomaly_Score,Sex_Ratio,Child_Pop_Pct,SC_Pop_Pct,ST_Pop_Pct,Literacy_Rate,Female_Literacy_Rate,Gender_Literacy_Gap,Worker_Participation,Female_Worker_Part,Agri_Worker_Pct,Main_Worker_Pct
03,040,Fatehgarh Sahib,1,Cluster 1,2.7855,-1.6567,1,0.093,870.8614535762714,10.54230267444011,32.07345337849884,0.0,79.35171319371493,74.80404253365118,8.523530732655914,35.78744441093503,11.456573408550728,28.14701349734383,89.78597002556069
03,041,Ludhiana,1,Cluster 1,3.053,-1.3824,1,0.1067,873.1711260638093,10.9786411618586,26.39116550277114,0.0,82.20010434643015,77.88264177454103,8.094361970687146,36.722430567127184,14.177370728109176,16.589768855141024,88.62348247461516
03,042,Moga,1,Cluster 1,1.7355,-1.601,1,0.0937,893.3411925768178,10.779455804994448,36.496958059585474,0.0,70.6755889735595,66.48039906326753,7.959935305178476,36.07064452179572,14.21653974024426,42.00605837871549,84.88412237034068
03,043,Firozpur,2,Cluster 2,0.8075,-1.9087,1,0.0983,893.434063960091,12.227400282099126,42.17322778765092,0.0,68.92369387261219,61.68898824516715,13.746456289131771,37.29262708013606,16.741467062584796,42.89971520890187,81.71879026556275
03,044,Muktsar,2,Cluster 2,0.7677,-1.8668,1,0.0678,896.2453376841273,11.57772071280946,42.30576474449382,0.0,65.81355951331513,59.240382711976245,12.522532897600392,37.18011832849907,14.691724102337933,49.887273876764695,85.64948736453482
03,045,Faridkot,1,Cluster 1,1.4487,-1.9208,1,0.0856,890.3055367632878,11.224308025159187,38.91900995614632,0.0,69.55255136383454,63.91149895744845,10.6923452149204,35.878887399029644,12.552048054408482,41.16539911083027,85.94479925977748
03,046,Bathinda,1,Cluster 1,1.0002,-1.3904,1,0.1055,868.313515797292,10.88529194648998,32.44255594965881,0.0,68.27878258901873,61.94147808989155,11.851413770629804,39.609369654849566,18.1300052066546,40.467939183906495,82.30718600109822
03,047,Mansa,3,Cluster 3,0.0251,-0.8791,1,0.0859,883.2658074239355,11.011742758372511,33.63139508750233,0.0,61.83465987725333,55.67761364376476,11.632725477196203,42.67769707346921,27.08250812284118,45.4455240600039,75.24078268069356
03,048,Patiala,1,Cluster 1,2.1224,-1.6006,1,0.1233,890.9171070560049,11.230340889788708,24.548316546094657,0.0,75.27902999416447,69.79988419834989,10.399528166795804,34.829977116463375,12.383615998853514,26.36827222926483,86.38793094308818
03,049,Amritsar,1,Cluster 1,2.3608,-1.4806,1,0.1076,889.1390222146711,11.314087533565456,30.95023961558721,0.0,76.27324670950323,71.95502697156596,8.194055075103577,36.851977952796375,15.582112317530076,22.54057281316459,85.77097060976885
03,050,Tarn Taran,1,Cluster 1,0.9892,-1.9446,1,0.1068,899.7045993257195,12.256135302203324,33.713727875444235,0.0,67.80937374033493,61.85407446783528,11.382602724389422,34.00257407154347,12.64723964560648,44.91702171252056,83.08598326249927
03,051,Rupnagar,1,Cluster 1,2.6737,-1.4167,1,0.1214,915.1209141642308,10.651931635766628,26.423877527471163,0.0,82.18574107284441,76.42176379155191,11.075919452095462,34.13187034691884,14.29532129778506,23.86081583046612,83.11037504921343
03,052,Sahibzada Ajit Singh Nagar,1,Cluster 1,3.0346,-1.2473,1,0.1117,879.3053605742433,11.626859489175851,21.739886671197677,0.0,83.7984536692363,79.17578701650025,8.711102112979106,35.791773406741015,15.606338973945745,15.645725361311255,88.83158471326844
03,053,Sangrur,1,Cluster 1,1.4002,-1.8293,1,0.1034,885.0960503582455,10.955618429296344,27.88893460426096,0.0,67.99112519379713,62.1678022562011,11.010667548104834,34.36253337272508,10.76112412177986,39.11628495775005,87.87428044968159
03,054,Barnala,1,Cluster 1,1.5976,-1.7681,1,0.086,875.5456314838027,10.912519499535705,32.24051974133834,0.0,67.82353828175067,63.56913856712474,7.996744886194236,35.15054733034774,11.211309149116024,43.24490878083036,89.06182075277908
04,055,Chandigarh,1,Cluster 1,3.541,-1.3044,1,0.0569,817.6636017793454,11.315931593159316,18.86266521388981,0.0,86.04959744277876,81.18905008248008,8.797742330215442,38.29039746079872,16.002333678049315,0.8821287883286814,95.49483342241226
05,056,Uttarkashi,3,Cluster 3,-0.9483,0.8321,1,0.0917,957.8402937181564,14.028768260392749,24.407881582375506,1.0639651484764576,75.80758266115534,62.354410213352274,26.43270067620129,47.64697684845768,45.21112893138232,63.0897276126046,81.61893740939496
05,057,Chamoli,3,Cluster 3,0.1287,1.0381,1,0.1121,1018.6761241500894,13.3197992875474,20.254337917033745,3.130705685576027,82.65163031310024,72.3214801631785,21.07504109513069,46.20472159446381,44.07987288350016,39.06488338675804,63.62053719465016
05,058,Rudraprayag,3,Cluster 3,-0.1827,1.7409,1,0.057,1114.3827068915864,13.226572012299563,19.67889056276699,0.1593165074189487,81.30413481799286,70.35466289687304,23.546079692575237,46.65249602740575,47.52928830973563,51.66943874301083,69.84747682072333
05,059,Tehri Garhwal,3,Cluster 3,-0.7739,0.9107,1,0.0813,1077.047243830247,13.67793825159832,16.501031617417773,0.1413727863041276,76.36418766400762,64.28403613814511,25.474876363039,45.31070507051675,43.503092430167165,36.05201788605131,59.16089601414909
05,060,Dehradun,1,Cluster 1,2.7229,-1.0451,1,0.1217,901.6990604114104,11.88499517296578,13.49100073436931,6.581210283056343,84.24552621264152,78.53701227048333,10.865663637559535,34.347265918309375,15.40519207701726,13.864350822282622,83.76592400406336
05,061,Garhwal,3,Cluster 3,0.7053,0.5318,1,0.0795,1102.8458306943387,12.207848141417289,17.80389395158533,0.3222891697743685,82.02081641447205,72.59635179478222,20.109483960980327,39.88994152233981,35.173204010631395,28.96458898713123,59.980959467740526
05,062,Pithoragarh,3,Cluster 3,0.3114,0.8092,1,0.1102,1020.1708273089685,13.092241213472642,24.90034937189594,4.0408407265446105,82.24521951892913,72.29117310251144,20.455326092902663,44.78124437622947,42.17004665489713,41.29197653471292,67.199870663772
05,063,Bageshwar,3,Cluster 3,-0.4046,1.2984,1,0.052,1090.4557373357145,13.682290744830665,27.726646607515253,0.7626068688485482,80.00561652506487,69.03387788459108,23.298133436127927,47.57173968249082,47.8933703124539,45.93167149258319,63.15614940390495
05,064,Almora,3,Cluster 3,-0.0844,1.7071,1,0.046,1138.6005957104724,12.86445431851259,24.255991106913022,0.2057811490973581,80.47154993141896,69.92577171817143,22.9353519782469,47.90491979193775,46.99434261145056,45.65693418418502,67.4280962137547
05,065,Champawat,2,Cluster 2,-0.0177,-0.5552,1,0.1272,980.1563393708292,14.260845452304656,18.24893702243037,0.5156981759921124,79.83379750247059,68.04810310890609,23.5610169442553,38.34653068770027,30.452915042443763,34.09898961492879,62.97129542213206
05,066,Nainital,1,Cluster 1,1.8019,-0.3113,1,0.1365,933.7061900151116,13.01815934339334,20.02985528045632,0.7851414983160575,83.88200878442746,77.29301200983075,12.773035350959674,39.40697985030457,25.87023445618617,32.12256865710921,78.79823808219979
05,067,Udham Singh Nagar,2,Cluster 2,0.5019,-1.0862,1,0.1488,920.0449939041644,13.89785445102256,14.449858148028202,7.461753336462689,73.10063814501247,64.44918461836384,16.641215546384373,35.86980912146386,18.589604856989897,34.200230616544204,76.21200490990063
05,068,Hardwar,1,Cluster 1,1.034,-2.4497,1,0.113,880.4649381524827,15.112657385493822,21.755671484991183,0.3344755827005822,73.43009318084238,64.7869165667696,16.257881246438814,30.581584429296736,9.073387208841217,28.35098534735808,85.6485061085828
06,069,Panchkula,1,Cluster 1,2.5447,-1.1094,1,0.1245,872.9807560756676,11.81236894099873,18.142039897166008,0.0,81.88391304084317,75.98951904545356,11.047770425042016,37.67711337928675,17.81785378458339,13.347897427167709,86.45350129327262
06,070,Ambala,1,Cluster 1,2.6234,-1.8729,1,0.1067,884.6573342709156,11.316435503168345,26.2547968272256,0.0,81.74846426512076,75.50005396836819,11.838300551646498,32.98081269109762,9.821447114776443,24.46558947060104,85.84829861960182
06,071,Yamunanagar,1,Cluster 1,2.1537,-2.0891,1,0.1055,877.4875602658345,12.089309465864496,25.26286747295556,0.0,77.98805713985925,71.37705526541087,12.460493845082212,32.05661317487574,8.262744344804375,29.00550569967089,87.10052847523207
06,072,Kurukshetra,1,Cluster 1,1.5062,-1.4539,1,0.1384,887.8675319388778,12.12423094266862,22.301029901882018,0.0,76.31172894120311,68.83692979787654,14.186246874999227,34.9119633444081,15.0379453313907,37.45442128392422,84.8934022210345
06,073,Kaithal,2,Cluster 2,0.1505,-1.8132,1,0.146,881.4331973737442,12.975191379721196,23.0393817764804,0.0,69.15406921086607,59.23833281080319,18.73759418189001,34.803835785773856,16.134082785450456,43.2520546992637,77.73837319703985
06,074,Karnal,1,Cluster 1,1.1016,-1.703,1,0.1413,887.0519686302825,13.060975577350789,22.56019302156878,0.0,74.73084264400013,66.82250617728859,15.001486633419988,34.2824534784538,14.756109280227015,35.75209955392957,79.74487561572059
06,075,Panipat,1,Cluster 1,1.1257,-1.8548,1,0.1338,863.52934265224,14.07472974531228,17.10690811713926,0.0,75.94303782192078,66.99861624191249,16.708372506042792,34.20485682785579,14.97565254753124,23.686814546054254,82.22197430138874
06,076,Sonipat,1,Cluster 1,1.0823,-1.4434,1,0.1362,855.8848789003953,12.98357725270534,18.6161940577972,0.0,79.12222733861758,69.80207918541596,17.38026918276286,36.08128546118244,19.75379167401922,31.4045479654191,75.83695064213204
06,077,Jind,2,Cluster 2,-0.0839,-1.0945,1,0.1498,871.1651795356561,12.633792851189371,21.163330714941026,0.0,71.44470048850461,60.75836576018461,20.04836726240044,39.23256120741864,24.97721952648814,43.81244961044817,73.71700081387485
06,078,Fatehabad,2,Cluster 2,-0.0139,-1.2295,1,0.1357,901.6694928940568,12.847408363596603,30.18616555433005,0.0,67.91556991767227,58.86504683990525,17.276656699660563,39.18032804287848,23.639261974114017,46.04411473841928,77.55924819078636
06,079,Sirsa,2,Cluster 2,0.3185,-1.228,1,0.136,897.4848443117456,12.173281274007111,29.90922560336754,0.0,68.82477877350944,60.3992780158036,16.029811895853577,38.759053697954506,21.635567337624284,47.22939902749585,79.5152618609849
06,080,Hisar,2,Cluster 2,0.1889,-1.0702,1,0.1399,872.05038419343,12.338045484597728,23.440434283237124,0.0,72.88966773157924,62.25002838396425,19.94951462484319,39.65873649817567,25.02557335398076,42.25363313144049,76.8089748576171
06,081,Bhiwani,2,Cluster 2,0.0121,-1.1409,1,0.1492,885.8864714678679,12.971436787411015,20.87326278950959,0.0,75.21410483720159,63.54453640855494,22.10525664419664,38.11728140133195,25.05011246813837,42.28001014436458,71.53622918559371
