State,District,Subdistt,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,Sex_Ratio,Child_Pop_Pct,SC_Pop_Pct,ST_Pop_Pct,Literacy_Rate,Male_Literacy_Rate,Female_Literacy_Rate,Gender_Literacy_Gap,Worker_Participation,Female_Worker_Part,Main_Worker_Pct,Marginal_Worker_Pct,Non_Worker_Pct,Agri_Worker_Pct
29,561,00000,DISTRICT,Gadag,Total,219096,1064570,537147,527423,132442,68025,64417,174196,87745,86451,61654,30975,30679,700177,397178,302999,364393,139969,224424,495722,310412,185310,423451,282087,141364,120916,92485,28431,157393,75583,81810,12278,8080,4198,132864,105939,26925,72271,28325,43946,6525,2225,4300,42917,12331,30586,3207,1613,1594,19622,12156,7466,568848,226735,342113,981.8969481352405,12.440891627605511,16.36303859774369,5.791446311656349,75.11597119708881,84.66411722323829,65.44170053951784,19.222416683720454,46.56546774754126,35.13498652883928,85.42106261170575,14.578937388294246,53.434532252458744,56.14215225469113
29,562,00000,DISTRICT,Dharwad,Total,382700,1847023,937206,909817,219942,113127,106815,177855,89137,88718,87548,44173,43375,1301664,711776,589888,545359,225430,319929,784833,543776,241057,690948,500900,190048,152978,116261,36717,169525,84698,84827,13054,9260,3794,355391,290681,64710,93885,42876,51009,11301,3283,8018,38117,10900,27217,3409,1634,1775,41058,27059,13999,1062190,393430,668760,970.7759019895306,11.907918851037588,9.62927911563635,4.739951803523833,79.99995083219582,86.37230168466859,73.46034007387279,12.9119616107958,42.4917827227923,26.4951083569553,88.0375825175547,11.96241748244531,57.5082172772077,41.091926562720985
29,563,00000,DISTRICT,Uttara Kannada,Total,324530,1437169,726256,710913,150115,76794,73321,116431,57841,58590,34239,17095,17144,1081906,582099,499807,355263,144157,211106,608526,430565,177961,498304,380745,117559,96547,76210,20337,82131,49259,32872,6853,5700,1153,312773,249576,63197,110222,49820,60402,15034,4681,10353,34205,12043,22162,2639,1433,1206,58344,31663,26681,828643,295691,532952,978.8738406291995,10.445187726704376,8.101413264549958,2.382392049925931,84.06065324376443,89.62787661171862,78.38978531725618,11.238091294462436,42.34199318243018,25.032739589795096,81.88705166254195,18.112948337458054,57.65800681756982,29.362426584895307
29,564,00000,DISTRICT,Haveri,Total,330414,1597668,819128,778540,195317,100369,94948,219976,112212,107764,141380,72109,69271,1085443,603793,481650,512225,215335,296890,730066,490731,239335,601951,438760,163191,189916,160365,29551,230419,132327,98092,14439,8933,5506,167177,137135,30042,128115,51971,76144,13139,4042,9097,80844,27808,53036,5778,2198,3580,28354,17923,10431,867602,328397,539205,950.4497465597562,12.22513062789015,13.768567687404392,8.849147632674622,77.40166334961789,84.00493072086749,70.45869465997262,13.54623606089487,45.69572652140495,30.741516171294986,82.45158656888555,17.548413431114447,54.30427347859506,57.57493158152825
29,565,00000,DISTRICT,Bellary,Total,489118,2452595,1236954,1215641,344152,175543,168609,517409,258582,258827,451406,225451,225955,1421621,813440,608181,1030974,423514,607460,1116880,703258,413622,969388,641681,327707,245581,175754,69827,323923,149833,174090,16485,10777,5708,383399,305317,78082,147492,61577,85915,12499,4978,7521,82169,26159,56010,6347,2554,3793,46477,27886,18591,1335715,533696,802019,982.7697715517311,14.03215777574365,21.09638974229337,18.40524016398957,67.42515685745359,76.63760786349492,58.08619029790876,18.551417565586164,45.53870492274509,34.02501231860393,86.79428407707185,13.205715922928157,54.46129507725491,50.99061671800015
29,566,00000,DISTRICT,Chitradurga,Total,357003,1659456,840843,818613,184280,94629,89651,389117,196819,192298,302554,152939,149615,1087392,607188,480204,572064,233655,338409,856587,513311,343276,667479,444024,223455,257076,189831,67245,192769,93402,99367,16718,10280,6438,200916,150511,50405,189108,69287,119821,29169,9147,20022,101568,31629,69939,9517,3822,5695,48854,24689,24165,802869,327532,475337,973.5622464598029,11.104843997068919,23.448467449573837,18.23211944155193,73.71269597661568,81.36915147665414,65.87503875373476,15.494112722919382,51.61854246210807,41.93385641322578,77.92308311940293,22.076916880597068,48.38145753789193,52.515973275335725
29,567,00000,DISTRICT,Davanagere,Total,410176,1945497,986400,959097,217731,111793,105938,392595,198299,194296,233112,117808,115304,1308540,720637,587903,636957,265763,371194,875207,585639,289568,705099,504373,200726,215082,178310,36772,216553,116814,99739,20397,11295,9102,253067,197954,55113,170108,81266,88842,15764,7183,8581,79320,30729,48591,11041,4716,6325,63983,38638,25345,1070290,400761,669529,972.3205596107056,11.191536147318654,20.179676452854977,11.982131044149643,75.73595035438827,82.39552164572203,68.90896069783007,13.48656094789196,44.986293990687216,30.191732431651857,80.56368379137734,19.436316208622646,55.01370600931279,49.318047044870525
29,568,00000,DISTRICT,Shimoga,Total,406816,1752753,877415,875338,182751,93221,89530,308158,153546,154612,65412,32707,32705,1263016,674938,588078,489737,202477,287260,780598,534487,246111,652789,480996,171793,189098,153192,35906,179780,103742,76038,10772,7438,3334,273139,216624,56515,127809,53491,74318,15395,4555,10840,66684,22976,43708,4315,1871,2444,41415,24089,17326,972155,342928,629227,997.6328191334774,10.426511893004891,17.58137056390718,3.731957668878615,80.44677650092166,86.06773323947901,74.83736485248305,11.230368386995963,44.53553923456414,28.116110576714366,83.62678356849493,16.373216431505078,55.46446076543587,47.255821818656976
29,569,00000,DISTRICT,Udupi,Total,253078,1177361,562131,615230,103160,52689,50471,75429,36988,38441,52897,26228,26669,926429,465704,460725,250932,96427,154505,513241,335399,177842,459446,309998,149448,56860,36320,20540,45390,25262,20128,8915,4948,3967,348281,243468,104813,53795,25401,28394,6283,2157,4126,18000,5770,12230,1665,562,1103,27847,16912,10935,664120,226732,437388,1094.4601881056194,8.761968504137643,6.406616152564931,4.492844590571625,86.243542875123,91.4145280522611,81.5790452210589,9.8354828312022,43.592492022412834,28.90658778017977,89.51856924914416,10.481430750855836,56.407507977587166,19.9224146161355
29,570,00000,DISTRICT,Chikmagalur,Total,276085,1137961,566622,571339,105328,53493,51835,253651,125016,128635,44970,21990,22980,818345,438257,380088,319616,128365,191251,565774,357889,207885,480229,326255,153974,135921,105905,30016,92037,48016,44021,6305,4574,1731,245966,167760,78206,85545,31634,53911,19471,4687,14784,34563,11217,23346,2568,1026,1542,28943,14704,14239,572187,208733,363454,1008.324773835114,9.255853232228521,22.28995545541543,3.9518050267100544,79.24838737479821,85.40873737403265,73.16363300378823,12.24510437024442,49.718224086765716,36.38557843942038,84.88000509037177,15.119994909628225,50.281775913234284,40.291353084447145
29,571,00000,DISTRICT,Tumkur,Total,640081,2678980,1350594,1328386,265742,135671,130071,506901,254535,252366,209559,105265,104294,1813391,1006024,807367,865589,344570,521019,1354646,837512,517134,1078431,738124,340307,459644,341672,117972,220018,106615,113403,37836,17044,20792,360933,272793,88140,276215,99388,176827,46266,13605,32661,132268,35458,96810,16687,5614,11073,80994,44711,36283,1324334,513082,811252,983.5568646092015,9.919521608970578,18.92141785306348,7.822342831973363,75.14347942473971,82.80557697895257,67.37518932834857,15.430387650604004,50.56573770614189,38.92949790196524,79.60980211804413,20.390197881955878,49.43426229385811,50.17266503573627
29,572,00000,DISTRICT,Bangalore,Total,2393845,9621551,5022661,4598890,1052837,541656,511181,1198385,607725,590660,190239,99164,91075,7512276,4078041,3434235,2109275,944620,1164655,4246927,3115361,1131566,3858342,2893953,964389,80410,60149,20261,77294,51519,25775,90861,64162,26699,3609777,2718123,891654,388585,221408,167177,15209,7092,8117,20620,11030,9590,18037,9349,8688,334719,193937,140782,5374624,1907300,3467324,915.6281899176552,10.942487339099486,12.455216419889059,1.977217602442683,87.67098540107652,91.0072851960665,84.01368590572372,6.993599290342786,44.139733812147334,24.605198210872622,90.85020769134954,9.149792308650467,55.86026618785267,3.713367335958447
29,573,00000,DISTRICT,Mandya,Total,428625,1805769,905085,900684,172685,89063,83622,265294,131675,133619,22402,11310,11092,1149649,638668,510981,656120,266417,389703,871408,575203,296205,714901,514148,200753,350990,273975,77015,147093,78180,68913,11266,6914,4352,205552,155079,50473,156507,61055,95452,37991,12065,25926,69066,23042,46024,6568,2547,4021,42882,23401,19481,934361,329882,604479,995.1374732759907,9.562961818482874,14.691469396140924,1.2405794982636207,70.39741985103032,78.26602714142511,62.53882814278475,15.727198998640361,48.256892216003266,32.88667279534221,82.03975634834659,17.960243651653414,51.743107783996734,57.158414887171105
29,574,00000,DISTRICT,Hassan,Total,433453,1776421,883667,892754,165637,83971,81666,345031,169961,175070,32329,15986,16343,1225256,668836,556420,551165,214831,336334,903580,560452,343128,752387,512731,239656,391534,276211,115323,107427,50393,57034,10027,7303,2724,243399,178824,64575,151193,47721,103472,45500,11410,34090,58483,12600,45883,6099,2397,3702,41111,21314,19797,872841,323215,549626,1010.2832854457617,9.32419736087335,19.422817001150065,1.8198951712460054,76.06581639748097,83.6362817870791,68.60168070542284,15.034601081656263,50.86519468076543,38.43477598532182,83.26733659443548,16.732663405564534,49.13480531923457,55.22045640673764
29,575,00000,DISTRICT,Dakshina Kannada,Total,439733,2089649,1034714,1054935,208297,106985,101312,148178,73324,74854,82268,40961,41307,1666323,864019,802304,423326,170695,252631,997721,620903,376818,914476,582498,331978,31574,24131,7443,24717,18761,5956,168112,14461,153651,690073,525145,164928,83245,38405,44840,2236,1171,1065,4557,2623,1934,20095,1688,18407,56357,32923,23434,1091928,413811,678117,1019.542598244539,9.968037694368768,7.0910473481431575,3.936929120632221,88.57050674196005,93.1326928445699,84.1321989926837,9.000493851886205,47.74586545395901,35.7195467019295,91.65648512961037,8.343514870389617,52.25413454604099,5.641958022332896
29,576,00000,DISTRICT,Kodagu,Total,142716,554519,274608,279911,54733,27676,27057,73584,35759,37825,58054,28510,29544,412877,215302,197575,141642,59306,82336,278938,172100,106838,258753,162419,96334,19447,13085,6362,12546,6580,5966,1245,834,411,225515,141920,83595,20185,9681,10504,1727,710,1017,2607,1056,1551,304,155,149,15547,7760,7787,275581,102508,173073,1019.311163549496,9.870356110430842,13.269878940126489,10.469253533242323,82.610757404169,87.19080556590478,78.13797685620952,9.052828709695262,50.30269476789795,38.16856072108635,92.76362489155296,7.236375108447038,49.69730523210206,11.469573883802136
29,577,00000,DISTRICT,Mysore,Total,700968,3001127,1511600,1489527,305561,155807,149754,536643,269331,267312,334547,166697,167850,1962180,1063766,898414,1038947,447834,591113,1314268,921803,392465,1082108,807031,275077,320887,250832,70055,208164,124566,83598,19161,12581,6580,533896,419052,114844,232160,114772,117388,28450,11540,16910,102838,41812,61026,9001,4269,4732,91871,57151,34720,1686859,589797,1097062,985.3975919555438,10.181541800796834,17.88138256061806,11.1473789679677,72.79287541095265,78.46079748162146,67.05718058208369,11.403616899537766,43.79248195761126,26.34829714399269,82.33541408601594,17.66458591398406,56.207518042388735,40.25442299439688
29,578,00000,DISTRICT,Chamarajanagar,Total,244874,1020791,512231,508560,100648,51529,49119,259445,130894,128551,120219,59369,60850,565279,312957,252322,455512,199274,256238,481693,324326,157367,381408,272121,109287,104418,86305,18113,154300,93717,60583,10241,5602,4639,112449,86497,25952,100285,52205,48080,8687,4308,4379,60003,29018,30985,3766,1504,2262,27829,17375,10454,539098,187905,351193,992.833311533273,9.859804798435723,25.416074397207655,11.777043488823862,61.433820612665635,67.93046264179448,54.91934764202585,13.01111499976863,47.18820992739944,30.943644801006766,79.180722991615,20.819277008385008,52.81179007260056,53.71014318248345
29,579,00000,DISTRICT,Gulbarga,Total,471601,2566326,1301755,1264571,365372,188076,177296,648782,330091,318691,65259,32830,32429,1427368,828359,599009,1138958,473396,665562,1087028,680001,407027,844237,573207,271030,207305,162091,45214,284917,139203,145714,16347,11118,5229,335668,260795,74873,242791,106794,135997,12893,5671,7222,130350,44813,85537,9544,4195,5349,90004,52115,37889,1479298,621754,857544,971.435485171941,14.237162387007729,25.280576201152932,2.5428959532031397,64.85224134625258,74.38040943575304,55.09268584304798,19.287723592705056,42.357362236909886,32.18696300958982,77.66469676954043,22.335303230459566,57.64263776309011,45.28144629209183
29,580,00000,DISTRICT,Yadgir,Total,202063,1174271,590329,583942,190279,97522,92757,273315,137204,136111,146849,73564,73285,510003,306751,203252,664268,283578,380690,547696,317135,230561,437241,276472,160769,152062,119018,33044,162706,66553,96153,9499,5290,4209,112974,85611,27363,110455,40663,69792,7271,3013,4258,71949,20495,51454,3693,1674,2019,27542,15481,12061,626575,273194,353381,989.1806094567605,16.20401082884615,23.27529164903161,12.505545994067809,51.82999455280124,62.2456661532811,41.37992813298452,20.865738020296583,46.64136302437853,39.483544598607395,79.83279045309807,20.167209546901933,53.35863697562148,57.471297946305974
29,581,00000,DISTRICT,Kolar,Total,333348,1536401,776396,760005,170423,86845,83578,465867,232546,233321,78875,39997,38878,1016219,564110,452109,520182,212286,307896,717872,454048,263824,584590,394176,190414,165468,114098,51370,142049,74178,67871,16761,8310,8451,260312,197590,62722,133282,59872,73410,17589,6651,10938,59184,22147,37037,7417,2924,4493,49092,28150,20942,818529,322348,496181,978.8883507900607,11.092351541036487,30.321966726134647,5.1337508892535215,74.39497561454138,81.80830714479423,66.83781102764969,14.970496117144535,46.724260137815584,34.713455832527416,81.43373749080615,18.56626250919384,53.27573986218441,42.83730247174984
29,582,00000,DISTRICT,Chikkaballapura,Total,284698,1255104,636437,618667,132286,67734,64552,312565,157628,154937,156487,79156,77331,783222,442158,341064,471882,194279,277603,639778,384452,255326,535565,341335,194230,197814,131233,66581,154094,76966,77128,14025,8519,5506,169632,124617,45015,104213,43117,61096,14412,5313,9099,52845,18622,34223,6251,2317,3934,30705,16865,13840,615326,251985,363341,972.0789331858456,10.539843710162664,24.90351397175055,12.468050456376524,69.75502708364134,77.7484908643,61.55112205950029,16.19736880479971,50.97410254449034,41.27034414313354,83.71106852689527,16.288931473104736,49.025897455509664,55.004704756962575
29,583,00000,DISTRICT,Bangalore Rural,Total,229279,990923,509172,481751,107062,54908,52154,213700,107424,106276,52903,27147,25756,688749,385311,303438,302174,123861,178313,459891,315499,144392,389989,282416,107573,118210,88718,29492,59390,31344,28046,13621,9558,4063,198768,152796,45972,69902,33083,36819,9560,4053,5507,24718,8674,16044,5836,2553,3283,29788,17803,11985,531032,193673,337359,946.1458996174181,10.804270362076569,21.56575233393513,5.338759923828592,77.92503572394301,84.82094112674568,70.63317481267327,14.187766314072405,46.41036690035452,29.972330104140937,84.80031137813091,15.199688621869095,53.58963309964548,38.617846402734564
29,584,00000,DISTRICT,Ramanagara,Total,260533,1082636,548008,534628,107841,54963,52878,203819,102612,101207,22946,11619,11327,674758,378461,296297,407878,169547,238331,531459,344349,187110,458841,312618,146223,193956,135270,58686,76408,38378,38030,13261,7483,5778,175216,131487,43729,72618,31731,40887,14174,4522,9652,26052,9009,17043,4462,1980,2482,27930,16220,11710,551177,203659,347518,975.5842980394447,9.960965643115507,18.826179805585628,2.1194565855929417,69.22050277237778,76.75993063513472,61.5043072132849,15.255623421849819,49.08935228460904,34.99816694972953,86.33610494882954,13.663895051170458,50.91064771539096,50.87203340238852
30,585,00000,DISTRICT,North Goa,Total,191766,818008,416677,401331,77705,40081,37624,17606,8712,8894,56606,27824,28782,663060,351738,311322,154948,64939,90009,327658,239125,88533,269437,202090,67347,11154,6821,4333,5243,3495,1748,6514,4790,1724,246526,186984,59542,58221,37035,21186,4248,2425,1823,8877,5124,3753,2348,1219,1129,42748,28267,14481,490350,177552,312798,963.1705133712684,9.499295850407332,2.152301688981037,6.91998122267753,89.56602904486405,93.39929261064907,85.59692279774653,7.8023698129025405,40.05559847825449,22.05984586289123,82.23116786405336,17.768832135946628,59.944401521745505,5.004303267431285
30,586,00000,DISTRICT,South Goa,Total,151845,640537,322463,318074,66906,34379,32527,7843,3915,3928,92669,45124,47545,502427,264085,238342,138110,58378,79732,249590,180411,69179,206616,154877,51739,12908,8045,4863,5515,3037,2478,4266,3161,1105,183927,140634,43293,42974,25534,17440,3044,1557,1487,7125,3160,3965,1580,647,933,31225,20170,11055,390947,142052,248895,986.3891361179423,10.445298241943869,1.2244413671653627,14.46739220372906,87.58714225695613,91.6694436344955,83.46857084823164,8.200872786263858,38.96574280642648,21.749341348239717,82.78216274690492,17.217837253095077,61.03425719357352,7.381305340758844
